Snapshot_Month,Pipeline_Deal_ID,Deal_Name,Customer_Name,Deal_Value, License_ACV ,Implementation_Value,Logo_Type,Deal_Stage,Current_Stage,Probability,Expected_Close_Date,Region,Vertical,Segment,Product_Sub_Category,Sales_Rep
2/1/2026,3.08E+11,Mercedes Benz - Latam - Argentina - Tech - Cost Drivers,Mercedes-Benz Camiones y Buses Argentina S.A.U.,$0 , $-   ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),30%,2/14/2026,LATAM,Automotive and Industrial,Quantum,,Karla Januario
2/1/2026,3.08E+11,Magna Seating- Agentoic Should Cost,Magna International Inc.,$0 , $-   ,$0 ,Cross Sell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,2/14/2026,North America,Automotive and Industrial,Quantum,,Gauranga De
2/1/2026,3.08E+11,"New Balance, Inc.- Spend Analysis SW","New Balance, Inc.",$0 , $-   ,$0 ,Cross Sell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,2/14/2026,North America,CPG & Retail,Quantum,,Colleen Zupan
2/1/2026,3.08E+11,SC Johnson - Spend/ICM Opportunity,S. C. Johnson & Son Inc,$0 , $-   ,$0 ,Cross Sell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,2/14/2026,North America,CPG & Retail,Quantum,,Mudit Kumar
2/1/2026,3.08E+11,Corewell Health_CR,Spectrum Health Systems Inc.,$0 , $-   ,$0 ,Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 6: Finalizing Contract (Software Sales Opportunity),90%,2/14/2026,North America,BFSI,Quantum,,Abhishek Ranjan
2/1/2026,3.08E+11,Parex_Resources_S2P,Parex Resources Inc.,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,8/31/2026,North America,Chemicals/Oil/Gas/Resources,Quantum,,James Higgins
2/1/2026,3.35E+11,Alfanar Group - Software,Alfanar Group,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,7/22/2026,Middle East,Automotive and Industrial,Quantum,,Abdel Halim
2/1/2026,3.08E+11,Mashreq Bank PSC_Spend analysis,Mashreq Bank PSC,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,11/21/2026,Middle East,BFSI,Quantum,,Abdel Halim
2/1/2026,3.38E+11,Ghobash Group - Software,Ghobash Trading & Investment Co Ltd,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,8/12/2026,Middle East,BFSI,Quantum,,Abdel Halim
2/1/2026,3.08E+11,World Bank - S2C/Spend/Forecast,The World Bank Group,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,11/30/2026,North America,BFSI,Quantum,,Prapti Shetty
2/1/2026,3.18E+11,Centerra Gold - S2P,Centerra Gold Inc.,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,12/31/2026,North America,Other Services,Quantum,,James Higgins
2/1/2026,3.08E+11,Contract Management _ Fluxym Canada_Software Resell,The City of Calgary,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),30%,5/31/2026,North America,Public Sector,Quantum,,Jessica Franco
2/1/2026,4.60E+11,BRITA Group - Stage 1 - GEP FINA + contract mgmt,BRITA GmbH,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),15%,6/30/2026,Europe,CPG & Retail,Quantum,,Maik Hinz
9/1/2024,3.08E+11,Reliance Group-_S2P Smart + S2P Nexxe,Jio Platforms Limited,"$5,370,000 ","$2,310,000 ","$3,060,000 ",New Logo,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),70%,9/30/2024,APAC,Telecom/Media/Tech,,,Amit Bhatia
9/1/2024,3.08E+11,FPL S2P,Florida Power & Light Company,"$1,547,100 ","$1,547,100 ",$0 ,New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,9/30/2024,North America,Energy & Utilities,,,Mattie Farnsworth
9/1/2024,3.08E+11,Adobe_S2P,Adobe Systems Inc.,"$1,836,000 ","$1,050,000 ","$786,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,9/30/2024,North America,Telecom/Media/Tech,,,Karson Keogh
9/1/2024,3.08E+11,Petroleum Development Oman_S2P RFP,Petroleum Development Oman,"$446,250 ","$217,500 ","$228,750 ",Cross Sell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 4: Short-List (Software Sales Opportunity),30%,12/16/2024,Middle East,Chemicals/Oil/Gas/Resources,,,Abdel Halim
9/1/2024,3.08E+11,Pertamina - Supplier & A/P expansion and standardization,PT Pertamina Gas,"$750,000 ","$300,000 ","$450,000 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,10/31/2024,APAC,Chemicals/Oil/Gas/Resources,,,Muralidhar Narayana
9/1/2024,3.08E+11,DSG_RFP_P2P & Sourcing,"DICK'S Sporting Goods, Inc.","$358,650 ","$148,650 ","$210,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,11/22/2024,North America,CPG & Retail,,,Brian Bergersen
9/1/2024,3.08E+11,Huntington Bank_ S2P_RFP,The Huntington National Bank Inc.,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,11/15/2024,North America,BFSI,,,Brian Bergersen
9/1/2024,3.08E+11,APi Group S2C + P2O,"APi Group, Inc.","$1,567,290 ","$553,290 ","$1,014,000 ",Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,9/30/2024,North America,Other Services,,,Uday Singh
9/1/2024,3.08E+11,Bank of America Sales Side CLM Opportunity,Bank of America Corporation,"$373,050 ","$103,050 ","$270,000 ",Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,9/25/2024,North America,BFSI,,,Uday Singh
9/1/2024,3.08E+11,The Hanover Insurance Group - S2P RFP,"The Hanover Insurance Group, Inc.","$1,000,800 ","$403,801 ","$596,999 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/28/2024,North America,BFSI,,,Uday Singh
9/1/2024,3.08E+11,Entergy _S2P,Entergy Corporation,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,10/31/2024,North America,Energy & Utilities,,,Christina Ambroson
9/1/2024,3.08E+11,ZOETIS S2C,Zoetis Ireland Limited,"$214,323 ","$97,323 ","$117,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,10/31/2024,Europe,Life Sciences,,,Sam Zaki
9/1/2024,3.08E+11,Hologic Inc- S2P RFP,"Hologic, Inc.","$276,060 ","$96,060 ","$180,000 ",Cross Sell,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,12/20/2024,North America,Life Sciences,,,Mattie Farnsworth
9/1/2024,3.08E+11,US Silica_S2P,US Silica Holdings Inc,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/12/2024,North America,Other Services,,,James Higgins
9/1/2024,3.08E+11,PerkinElmer_RFP_S2P,"PerkinElmer, Inc.","$172,685 ","$75,185 ","$97,500 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,11/18/2024,North America,Life Sciences,,,Brian Bergersen
9/1/2024,3.08E+11,Jack Henry_S2P,"Jack Henry & Associates, Inc.","$1,101,009 ","$426,911 ","$674,098 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,10/30/2024,North America,BFSI,,,Joe Wishy
9/1/2024,3.08E+11,ProgressResidential_MidEnt_S2P,"Progress Residential, LLC","$132,000 ","$66,000 ","$66,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,11/22/2024,North America,Other Services,,,Sneha Dolare
9/1/2024,3.08E+11,PwC Middle East_S2P RFP,PricewaterhouseCoopers Middle East LLP,"$129,000 ","$61,500 ","$67,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/29/2024,Middle East,Other Services,,,Abdel Halim
9/1/2024,3.08E+11,Mubadala_P2P,Mubadala Petroleum LLC,$0 ,$0 ,$0 ,Cross Sell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),30%,12/30/2024,Middle East,Chemicals/Oil/Gas/Resources,,,Abdel Halim
9/1/2024,3.08E+11,WEPA_S2C,WEPA Industrieholding SE,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,11/30/2024,Europe,CPG & Retail,,,Heleen Maertens
9/1/2024,3.08E+11,Hempel A/S_S2C,Hempel A/S,"$112,950 ","$56,700 ","$56,250 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),50%,12/15/2024,Europe,Chemicals/Oil/Gas/Resources,,,Stephan Hesselgren
9/1/2024,3.08E+11,Barry Callebaut S2P (via EY Suisse),Barry Callebaut AG,"$56,505 ","$56,505 ",$0 ,New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,9/27/2024,Europe,CPG & Retail,,,Uwe Stroh
9/1/2024,3.08E+11,Galaxy Entertainment Group_S2P,Galaxy Entertainment Group Limited,"$507,000 ","$225,000 ","$282,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),50%,10/30/2024,APAC,Other Services,,,Louie Li
9/1/2024,3.08E+11,TECHNIP ENERGIES - S2P (Direct),Technip Energies France,"$175,500 ","$55,500 ","$120,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,10/30/2024,Europe,Other Services,,,Bernard Remacle
9/1/2024,3.08E+11,Johnsonville_S2P,"Johnsonville Sausage, LLC","$150,236 ","$52,736 ","$97,500 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,12/20/2024,North America,CPG & Retail,,,Joe Wishy
9/1/2024,3.08E+11,Swiss Steel AG_S2P,Swiss Steel AG,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,10/17/2024,Europe,Other Services,,,Uwe Stroh
9/1/2024,3.08E+11,VALEO - AP AUTOMATION,Valeo SA,$0 ,$0 ,$0 ,Cross Sell,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,12/20/2024,Europe,Automotive and Industrial,,,Bernard Remacle
9/1/2024,3.08E+11,Telkomsel_S2C,Telkomsel,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,12/31/2024,APAC,Telecom/Media/Tech,,,Sardali Mudiastono
9/1/2024,3.08E+11,Mankind Pharma -S2P + ICM + Spend +Nexxe,MANKIND PHARMA LTD,"$456,000 ","$204,000 ","$252,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 4: Short-List (Software Sales Opportunity),50%,11/30/2024,APAC,Life Sciences,,,Rajat Vij
9/1/2024,3.08E+11,Flagship_Mid Ent_S2P,Flagship Pioneering Inc,"$124,500 ","$51,000 ","$73,500 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,10/31/2024,North America,BFSI,,,Srinivas Moorthy
9/1/2024,3.08E+11,Keyera_S2P,Keyera Corporation,"$195,000 ","$195,000 ",$0 ,New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,12/20/2024,North America,Chemicals/Oil/Gas/Resources,,,Karson Keogh
9/1/2024,3.08E+11,Sita Holdings UK Ltd - S2C,Sita Holdings UK Ltd,"$105,150 ","$46,350 ","$58,800 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,10/31/2024,Europe,BFSI,,,Sam Zaki
9/1/2024,3.08E+11,MONDELEZ - SPEND - ICM - SHOULD COST,Mondelez Europe GmbH,"$78,750 ","$45,000 ","$33,750 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,12/20/2024,Europe,CPG & Retail,,,Bernard Remacle
9/1/2024,3.08E+11,Telamon_MidEnt_Supplier Management,Telamon Corporation,$0 ,$0 ,$0 ,New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,10/30/2024,North America,CPG & Retail,,,Mihir Veshvikar
9/1/2024,3.08E+11,Thai Union Group PCL_S2P,Thai Union Group PCL.,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),15%,12/31/2024,APAC,CPG & Retail,,,Aerene Aphiwatudomkun
9/1/2024,3.08E+11,MAS Holdings -S2P,MAS Holdings,"$56,550 ","$42,300 ","$14,250 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,12/30/2024,APAC,CPG & Retail,,,Franic Seah
9/1/2024,3.08E+11,APAR_MidEnt_S2P,Apar Industries Limited,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),15%,11/29/2024,APAC,Automotive and Industrial,,,Rajat Vij
9/1/2024,3.08E+11,Expro_Spend & Sourcing,Expro Holdings US Inc,$0 ,$0 ,$0 ,New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/12/2024,North America,Chemicals/Oil/Gas/Resources,,,Jack Keogh
9/1/2024,3.08E+11,Direct Line Insurance Group Plc - S2C,Direct Line Insurance Group Plc,"$81,660 ","$38,100 ","$43,560 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/15/2024,Europe,BFSI,,,Sam Zaki
9/1/2024,3.08E+11,Bonneville_Quantum Upgrade_Upsell_2024,Bonneville Power Administration,"$693,000 ","$225,000 ","$468,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,10/15/2024,North America,Energy & Utilities,,,Mayur Jain
9/1/2024,3.08E+11,PCHI - Autonomous Sourcing/Negotiation,Party City Holdco Inc,"$175,000 ","$125,000 ","$50,000 ",Cross Sell,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,9/27/2024,North America,CPG & Retail,,,AJ Rohan
9/1/2024,3.08E+11,VOSS Automotive China_S2P,"VOSS Automotive Components(Jinan) Co., Ltd",$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,11/29/2024,APAC,Automotive and Industrial,,,Louie Li
9/1/2024,3.08E+11,Adecco_S2O_2024,Adecco Germany Holding SA & Co. KG,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/31/2024,Europe,Other Services,,,Bob OLeary
9/1/2024,3.08E+11,GIC_S2C,GIC Pte Ltd,"$82,350 ","$34,350 ","$48,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,11/29/2024,APAC,BFSI,,,Franic Seah
9/1/2024,3.08E+11,Mahindra Corporate Shared services S2P.,Mahindra & Mahindra Limited,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),30%,11/13/2024,APAC,Automotive and Industrial,,,Meenakshi Wadhwa
9/1/2024,3.08E+11,Exide Industries Ltd._MidEnt_S2P,Exide Industries Ltd,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/22/2024,APAC,Automotive and Industrial,,,Rajat Vij
9/1/2024,3.08E+11,PT. Bridgestone Tire Indonesia_P2P,PT Bridgestone Tire Indonesia,$0 ,$0 ,$0 ,New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 4: Short-List (Software Sales Opportunity),50%,11/30/2024,APAC,Automotive and Industrial,,,Sardali Mudiastono
9/1/2024,3.08E+11,Deepak Fertilizers_Should Cost,Deepak Fertilisers & Petrochemicals Corporation Ltd,"$240,000 ","$120,000 ","$120,000 ",New Logo,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),70%,10/1/2024,APAC,Chemicals/Oil/Gas/Resources,,,Amit Bhatia
9/1/2024,3.08E+11,Coursera Inc_P2P_Mid Ent,Coursera Inc.,"$60,000 ","$30,000 ","$30,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/28/2024,North America,Automotive and Industrial,,,Sneha Dolare
9/1/2024,3.08E+11,INNIO_QMS_Green_2024,INNIO Jenbacher GmbH & CO OG,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,10/31/2024,Europe,Automotive and Industrial,,,Heleen Maertens
9/1/2024,3.08E+11,Bacardi U.K. Ltd - S2P,Bacardi U.K. Ltd,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),15%,12/31/2024,Europe,CPG & Retail,,,Sam Zaki
9/1/2024,3.08E+11,Roche - ESG GEP Green Software,Roche Holding AG,"$54,000 ","$54,000 ",$0 ,Cross Sell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,9/30/2024,Europe,Life Sciences,,,Aavni Piparsania
9/1/2024,3.08E+11,CORBION P2P + SOURCING,Corbion N.V.,"$63,750 ","$27,000 ","$36,750 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,10/31/2024,Europe,CPG & Retail,,,Bernard Remacle
9/1/2024,3.08E+11,"Vista Print_MidEnt_Supplier, CLM & P2P",Vista Enterprise,$0 ,$0 ,$0 ,New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/18/2024,North America,CPG & Retail,,,Abhishek Garde
9/1/2024,3.08E+11,Fisher & Paykel_P2P (Global),Fisher & Paykel Appliances Holdings Ltd,"$73,800 ","$26,700 ","$47,100 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,APAC,Automotive and Industrial,,,Joel Davis
9/1/2024,3.08E+11,Hastings Deering (CAT Dealer)_S2C inc. ICM and Supplier,Hastings Deering (Australia) Ltd,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),30%,11/15/2024,APAC,CPG & Retail,,,Jack Keogh
9/1/2024,3.08E+11,Spend Analytics_PPG,"PPG Industries, Inc.","$38,509 ","$26,509 ","$12,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,10/25/2024,North America,Chemicals/Oil/Gas/Resources,,,Brian Bergersen
9/1/2024,3.08E+11,PTTEP_Malaysia (Separate Entity) S2C,PTT Exploration and Production Public Company Limited,$0 ,$0 ,$0 ,Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),30%,12/30/2024,APAC,Chemicals/Oil/Gas/Resources,,,Ming Wai
9/1/2024,3.08E+11,Pertamina 2024_Licenses_Phase 4,PT Pertamina Gas,"$75,000 ","$75,000 ",$0 ,Cross Sell,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,9/26/2024,APAC,Chemicals/Oil/Gas/Resources,,,Muralidhar Narayana
9/1/2024,3.08E+11,The Coventry Group_MidEnt_AP+Payments+CLM,The Coventry Group Inc,"$45,000 ","$22,500 ","$22,500 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/28/2024,North America,BFSI,,,Prasangika Rai
9/1/2024,3.08E+11,Topsoe_P2P,Haldor Topsoe Holding A/S,"$52,500 ","$22,500 ","$30,000 ",Cross Sell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,12/20/2024,Europe,BFSI,,,Stephan Hesselgren
9/1/2024,3.08E+11,Spark New Zealand Ltd_Procurement Management System,Spark New Zealand Ltd,"$49,500 ","$22,500 ","$27,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 12: Closed Declined (Software Sales Opportunity),30%,12/31/2024,APAC,Telecom/Media/Tech,,,Joel Davis
9/1/2024,3.08E+11,Citi – license upsell,Citigroup Inc.,"$75,000 ","$75,000 ",$0 ,Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/15/2024,North America,BFSI,,,Krishna Prasad Jayarajan
9/1/2024,3.08E+11,Bankdata_MidEnt_S2P,Foreningen Bankdata,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,12/23/2024,Europe,BFSI,,,Sourabh Sharma
9/1/2024,3.08E+11,Amcor - P2O,Amcor Flexibles Asia Pacific,$0 ,$0 ,$0 ,Cross Sell,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,10/2/2024,APAC,CPG & Retail,,,Franic Seah
9/1/2024,3.08E+11,Adecco_ Spend Analysis_2024,Adecco SA,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,10/25/2024,Europe,Other Services,,,Bob OLeary
9/1/2024,3.08E+11,JBPCO_S2C,"J. B. Poindexter & Co., Inc.",$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/12/2024,North America,Automotive and Industrial,,,Jack Keogh
9/1/2024,3.08E+11,MBSB S2C Bank - Ariba SNAP Replacement,MBSB Bank Berhad,"$44,850 ","$22,350 ","$22,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,12/27/2024,APAC,BFSI,,,Franic Seah
9/1/2024,3.08E+11,Burmeister & Wain_S2C,Burmeister & Wain Scandinavian Contractor A/S,"$291,600 ","$129,600 ","$162,000 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,9/27/2024,Europe,Other Services,,,Stephan Hesselgren
9/1/2024,3.08E+11,NEPI - S2C,NEPI ROCKCASTLE N.V.,"$315,135 ","$126,135 ","$189,000 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,10/30/2024,Europe,Other Services,,,Bernard Remacle
9/1/2024,3.08E+11,NothernData_MidEnt_P2P,Northern Data Services (UK) Limited,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),30%,12/31/2024,Europe,Telecom/Media/Tech,,,Bhumisha Vasani
9/1/2024,3.08E+11,Minth_S2P,Minth Group Limited,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/20/2024,APAC,Automotive and Industrial,,,Amit Bhatia
9/1/2024,3.08E+11,Invio Automation_MidEnt_P2P,Invio Automation,"$43,500 ","$18,000 ","$25,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,10/16/2024,North America,Automotive and Industrial,,,Prasangika Rai
9/1/2024,3.08E+11,PURFLUX S2C,Sogefi Group SAS,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),15%,12/16/2024,Europe,Automotive and Industrial,,,Bernard Remacle
9/1/2024,3.08E+11,Rohit Group of Companies_S2C_MidEnt,Rohit Group of Companies,"$112,800 ","$62,400 ","$50,400 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,11/22/2024,North America,Other Services,,,Sneha Dolare
9/1/2024,3.08E+11,Enterprise Products_S2C,Enterprise Products Partners LP,$0 ,$0 ,$0 ,New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,10/24/2024,North America,Chemicals/Oil/Gas/Resources,,,Jack Keogh
9/1/2024,3.08E+11,Lotuss-TH-Spend Analysis,EK-CHAI DISTRIBUTION SYSTEM COMPANY LIMITED,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/27/2024,APAC,CPG & Retail,,,Aerene Aphiwatudomkun
9/1/2024,3.08E+11,Lewis Tree Service Inc_MidEnt_P2P,Lewis Tree Service Inc,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/11/2024,North America,Other Services,,,Abhishek Garde
