SOW_ID,SOW Name,Vertical,Region,Fees_Type,Revenue_Type,Segment_Type,Start_Date
3291,Mahindra & Mahindra - S2P License,Automotive and Industrial,APAC,Fees,License,Enterprise,11/1/2024
3292,Mahindra & Mahindra - S2P Implementation,Automotive and Industrial,APAC,Fees,Implementation,Enterprise,12/1/2024
1787,McCarthy - License S2P Fees,Other Services,North America,Fees,License,Enterprise,8/1/2021
3604,McDermott - P2P License,Other Services,North America,Fees,License,Enterprise,7/1/2025
3605,McDermott - P2P Implementation,Other Services,North America,Fees,Implementation,Enterprise,7/1/2025
601,McKesson - License Fees,Life Sciences,North America,Fees,License,Enterprise,1/1/2017
604,McKesson - Data Enrichment license fee,Life Sciences,North America,Fees,License,Enterprise,4/1/2018
2588,McLane - S2P License Fees,CPG & Retail,North America,Fees,License,Enterprise,7/1/2023
2589,McLane - S2P Implementation Fees,CPG & Retail,North America,Fees,Implementation,Enterprise,7/1/2023
2784,McLane - S2P Implementation Travel,CPG & Retail,North America,Travel,Implementation,Enterprise,10/1/2023
2070,Medexus Pharma - Contracts License,Life Sciences,North America,Fees,License,SMB,4/1/2022
2663,Mediq - S2C License,CPG & Retail,Europe,Fees,License,Enterprise,8/1/2023
3034,Mediq - S2C Implementation Travel,CPG & Retail,Europe,Travel,Implementation,Enterprise,4/1/2024
2980,Mega Labs - S2C License Fees,Life Sciences,LATAM,Fees,License,SMB,3/1/2024
2981,Mega Labs - S2C Implementation Fees,Life Sciences,LATAM,Fees,Implementation,SMB,5/1/2024
3567,Mercedes - Implementation Fees,Automotive and Industrial,Europe,Fees,Implementation,Enterprise,11/1/2025
3568,Mercedes - License Fees,Automotive and Industrial,Europe,Fees,License,Enterprise,10/1/2025
3682,Mirvac - Sourcing & Contract License Fees,Other Services,APAC,Fees,License,Enterprise,9/1/2025
3683,Mirvac - Sourcing & Contract Implementation Fees,Other Services,APAC,Fees,Implementation,Enterprise,9/1/2025
1178,Mubadala - License,Chemicals/Oil/Gas/Resources,Middle East,Fees,License,Enterprise,1/1/2020
1175,MGM - License,Other Services,North America,Fees,License,Enterprise,12/1/2019
950,MKS Instruments - License,Automotive and Industrial,North America,Fees,License,SMB,3/1/2019
3321,Mondelez - FHV Transaction Fees - Software GEP,CPG & Retail,Europe,Fees,License,SMB,12/1/2024
2043,MoneyMart - Contract & Supplier License,BFSI,North America,Fees,License,SMB,3/1/2022
2506,MSCI - Supplier License Fees,Telecom/Media/Tech,North America,Fees,License,SMB,4/1/2023
2507,MSCI - Supplier Implementation Fees,Telecom/Media/Tech,North America,Fees,Implementation,SMB,4/1/2023
633,Mylan Technology-License Fees,Life Sciences,North America,Fees,License,Enterprise,1/1/2017
634,Mylan Technology-Implementation Fees,Life Sciences,North America,Fees,Implementation,Enterprise,1/1/2017
3111,Mylan - Whatfix License Fees,Life Sciences,North America,Fees,License,Enterprise,6/1/2024
3112,Mylan - Whatfix Implementation Fees,Life Sciences,North America,Fees,Implementation,Enterprise,7/1/2024
3418,NEPI - S2C License Fees,Other Services,Europe,Fees,License,SMB,2/1/2025
3419,NEPI - S2C Implementation Fees,Other Services,Europe,Fees,Implementation,SMB,3/1/2025
3903,NIKE - License & Digital Fees,CPG & Retail,North America,Fees,License,Enterprise,6/1/2026
3137,NCOC - License Fees,Chemicals/Oil/Gas/Resources,Middle East,Fees,License,SMB,7/1/2024
3138,NCOC - Implementation Fees,Chemicals/Oil/Gas/Resources,Middle East,Fees,Implementation,SMB,8/1/2024
3729,NCOC - Enhancement Fees CO1,Chemicals/Oil/Gas/Resources,Middle East,Fees,Implementation,SMB,10/1/2025
3863,NCOC - Enhancement Fees CO2,Chemicals/Oil/Gas/Resources,Middle East,Fees,Implementation,SMB,12/1/2025
3864,NCOC - Additional Interface,Chemicals/Oil/Gas/Resources,Middle East,Fees,Implementation,SMB,12/1/2025
3381,NCOC - Implementation Fees Travel,Chemicals/Oil/Gas/Resources,Middle East,Travel,Implementation,SMB,1/1/2025
3344,Northern Data - P2P License Fees,Telecom/Media/Tech,Europe,Fees,License,SMB,1/1/2025
3345,Northern Data - P2P Implementation Fees,Telecom/Media/Tech,Europe,Fees,Implementation,SMB,1/1/2025
2704,NEOM S2P License,Other Services,Middle East,Fees,License,Enterprise,9/1/2023
2705,NEOM S2P Implementation,Other Services,Middle East,Fees,Implementation,Enterprise,10/1/2023
3804,NEOM S2P Implementation Training,Other Services,Middle East,Fees,Implementation,Enterprise,12/1/2025
2928,NEOM S2P Implementation Travel,Other Services,Middle East,Travel,Implementation,Enterprise,12/1/2023
2883,Nestle - Should Cost License Fees,CPG & Retail,Europe,Fees,License,Enterprise,1/1/2024
2884,Nestle - Should Cost Impl. Fees,CPG & Retail,Europe,Fees,Implementation,Enterprise,1/1/2024
1750,Netzsch - Spend License,Automotive and Industrial,Europe,Fees,License,SMB,8/1/2021
2150,Newmount - Spend & Projects Savings License,Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,6/1/2022
655,Nipro - License Fees,Life Sciences,North America,Fees,License,SMB,1/1/2017
1395,North Oil - License,Chemicals/Oil/Gas/Resources,Middle East,Fees,License,SMB,11/1/2020
3163,OCI Global - Sourcing License Fees,Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,7/1/2024
3164,OCI Global - Sourcing Implementation Fees,Chemicals/Oil/Gas/Resources,North America,Fees,Implementation,Enterprise,8/1/2024
661,OGE Energy Corp. - License Fees,Other Services,North America,Fees,License,Enterprise,1/1/2017
663,OGE Energy Corp. - Implementation (P2P),Other Services,North America,Fees,Implementation,Enterprise,1/1/2017
2949,OGE Energy Corp. - ASN CR,Other Services,North America,Fees,Implementation,Enterprise,2/1/2024
877,Oncor - License Fee,Energy & Utilities,North America,Fees,License,Enterprise,12/1/2018
1115,Otis - License,Automotive and Industrial,North America,Fees,License,Enterprise,9/1/2019
1830,Oceaneering - S2P License,Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,10/1/2021
2077,Oilserv - S2C License,Other Services,Middle East,Fees,License,SMB,4/1/2022
3882,PG&E Corporation - Buydesk Implementation,Energy & Utilities,North America,Fees,Implementation,Enterprise,12/1/2025
3884,PG&E Corporation - Buydesk/Tailspend License,Energy & Utilities,North America,Fees,License,Enterprise,3/1/2026
2376,PBF Energy - CLM & Sourcing license,Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,4/1/2023
2377,PBF Energy - CLM & Sourcing implementation,Chemicals/Oil/Gas/Resources,North America,Fees,Implementation,Enterprise,4/1/2023
1818,JM Baxi - Sourcing & Contract License,Other Services,APAC,Fees,License,Enterprise,9/1/2021
1591,Party City - Spend License,CPG & Retail,North America,Fees,License,Enterprise,3/1/2021
1495,Patterson - License,Life Sciences,North America,Fees,License,Enterprise,3/1/2021
3050,Perfchem - Procurement Support Software,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,SMB,5/1/2024
1872,Perfettti Van Melle - eAuction,CPG & Retail,APAC,Fees,Implementation,Enterprise,10/1/2021
2683,Performance Health - Sourcing License Fees,Automotive and Industrial,North America,Fees,License,SMB,9/1/2023
3351,Phibro Animal - S2P License Fees,Automotive and Industrial,North America,Fees,License,SMB,1/1/2025
3352,Phibro Animal - S2P Implementation Fees,Automotive and Industrial,North America,Fees,Implementation,SMB,2/1/2025
2930,Philips - S2C Software License,Life Sciences,Europe,Fees,License,Enterprise,7/1/2024
2434,Philips - S2C Software Implementation,Life Sciences,Europe,Fees,Implementation,Enterprise,12/1/2022
3896,Philips - S2C Software Implementation Bonus,Life Sciences,Europe,Fees,Implementation,Enterprise,1/1/2026
3272,Philips - UAT License,Life Sciences,Europe,Fees,License,Enterprise,10/1/2024
3273,Philips - UAT Implementation,Life Sciences,Europe,Fees,Implementation,Enterprise,10/1/2024
3577,Phillips 66 - Sourcing License,Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,7/1/2025
3578,Phillips 66 - Sourcing Implementation ,Chemicals/Oil/Gas/Resources,North America,Fees,Implementation,Enterprise,7/1/2025
3639,Port of Tanjung - CLM License Fees,Other Services,APAC,Fees,License,SMB,1/1/2026
3640,Port of Tanjung - CLM Implementation Fees,Other Services,APAC,Fees,Implementation,SMB,8/1/2025
883,Petronas - license fee,Chemicals/Oil/Gas/Resources,APAC,Fees,License,Enterprise,12/1/2018
2553,Petronas - KLCC +9 PJ implementation fees,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,Enterprise,5/1/2023
2557,Petronas - KLCC +9 PJ implementation fees - Travel,Chemicals/Oil/Gas/Resources,APAC,Travel,Implementation,Enterprise,5/1/2023
2082,Petronas - Stabilization Support,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,Enterprise,3/1/2022
3799,Petronas - L2 Support,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,Enterprise,11/1/2025
3251,Petronas - Data Migration,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,Enterprise,10/1/2024
2622,Petronas - Enhancement Delivery,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,Enterprise,7/1/2023
3265,Petronas - Timewrite mass PO Load,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,Enterprise,10/1/2024
3834,Petronas - Automation Program,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,Enterprise,1/1/2026
977,"Petronas - license (category workbench, bid optimizer, chatbot)",Chemicals/Oil/Gas/Resources,APAC,Fees,License,Enterprise,4/1/2019
3093,Petronas - S4 Implementation,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,Enterprise,6/1/2024
1000,Petronas - MI License,Chemicals/Oil/Gas/Resources,APAC,Fees,License,Enterprise,5/1/2019
1307,Petronas - SRM & CLM Implementation,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,Enterprise,4/1/2020
2715,Petronas KLCC - Add'l Instance (License),Chemicals/Oil/Gas/Resources,APAC,Fees,License,Enterprise,9/1/2023
1756,Petronas  Canada - S2O License,Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,8/1/2021
1860,PGS - S2C & Click License,Other Services,Europe,Fees,License,SMB,10/1/2021
2276,PGS - Incident Management License,Other Services,Europe,Fees,License,SMB,10/1/2022
3177,Piramal Pharma - S2P License Fees,Life Sciences,APAC,Fees,License,SMB,8/1/2024
3178,Piramal Pharma - S2P Implementation Fees,Life Sciences,APAC,Fees,Implementation,SMB,9/1/2024
3360,Piramal Pharma - S2P Implementation Fees Travel,Life Sciences,APAC,Travel,Implementation,SMB,12/1/2024
3289,PPG - Spend Pilot,Chemicals/Oil/Gas/Resources,North America,Fees,Implementation,Enterprise,11/1/2024
3855,PPG - Spend License Fees,Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,12/1/2025
3856,PPG - Spend Implementation Fees,Chemicals/Oil/Gas/Resources,North America,Fees,Implementation,Enterprise,1/1/2026
2940,Protiviti - Spend License Fees,Other Services,North America,Fees,License,SMB,2/1/2024
2941,Protiviti - Spend Analysis Fees,Other Services,North America,Fees,Implementation,SMB,2/1/2024
2965,Protiviti - Sourcing License Fees,Other Services,North America,Fees,License,SMB,2/1/2024
2966,Protiviti - Sourcing Implementation,Other Services,North America,Fees,Implementation,SMB,3/1/2024
2479,Provimi - US - License S2C Fees,Life Sciences,North America,Fees,License,SMB,3/1/2023
2477,Provimi - US - Implementation Fees,Life Sciences,North America,Fees,Implementation,SMB,4/1/2023
2757,PSP - S2P License Fees,BFSI,North America,Fees,License,Enterprise,9/1/2023
2736,PSP - S2P Implmentation Fees,BFSI,North America,Fees,Implementation,Enterprise,10/1/2023
2925,PSP - S2P Implmentation Fees Travel,BFSI,North America,Travel,Implementation,Enterprise,12/1/2023
1158,Pertamina - License,Chemicals/Oil/Gas/Resources,APAC,Fees,License,Enterprise,1/1/2020
1157,BCG (Pertamina) - Implementation,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,Enterprise,1/1/2020
1709,Pertamina 3 Subsidiaries Scope Expansion - License,Chemicals/Oil/Gas/Resources,APAC,Fees,License,Enterprise,2/1/2022
2636,Pertamina - Phase 3a License Fees,Chemicals/Oil/Gas/Resources,APAC,Fees,License,Enterprise,7/1/2023
2637,Pertamina - Phase 3b License Fees,Chemicals/Oil/Gas/Resources,APAC,Fees,License,Enterprise,7/1/2023
3231,Pertamina - Phase 4 License Fees,Chemicals/Oil/Gas/Resources,APAC,Fees,License,Enterprise,9/1/2024
3056,Pertamina - Phase 4 Implementation,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,Enterprise,5/1/2024
3057,Pertamina - Phase 4 Implementation Travel,Chemicals/Oil/Gas/Resources,APAC,Travel,Implementation,Enterprise,5/1/2024
2601,Pinnacle - S2C License Fees,Other Services,Europe,Fees,License,SMB,9/1/2023
2602,Pinnacle - S2C Implementation Fees,Other Services,Europe,Fees,Implementation,SMB,10/1/2023
3645,Ports America - Spend License Fees,Other Services,North America,Fees,License,SMB,7/1/2025
3646,Ports America - Spend Implementation Fees,Other Services,North America,Fees,Implementation,SMB,8/1/2025
1511,PTTEP - License,Chemicals/Oil/Gas/Resources,APAC,Fees,License,SMB,1/1/2021
1869,PTTEP - Click License,Chemicals/Oil/Gas/Resources,APAC,Fees,License,SMB,3/1/2022
2846,PTTEP - Thailand LCX Migration,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,SMB,11/1/2023
3388,PTTEP - Malaysia Sourcing License,Chemicals/Oil/Gas/Resources,APAC,Fees,License,SMB,1/1/2025
3387,PTTEP - Malaysia Sourcing Implementation,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,SMB,2/1/2025
3756,PTTEP - S/4 Transition,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,SMB,9/1/2025
2632,PTTEP - Sourcing & Supplier License Fees,Chemicals/Oil/Gas/Resources,APAC,Fees,License,SMB,7/1/2023
2633,PTTEP - Project & Contract License Fees,Chemicals/Oil/Gas/Resources,APAC,Fees,License,SMB,11/1/2023
2671,Japfa - Accounts Payable & Supplier License,Other Services,APAC,Fees,License,SMB,8/1/2023
2672,Japfa - Accounts Payable & Supplier Implementation,Other Services,APAC,Fees,Implementation,SMB,8/1/2023
2927,Japfa - Accounts Payable & Supplier Implementation Travel,Other Services,APAC,Travel,Implementation,SMB,12/1/2023
1516,Puma Energy - License Fees,Other Services,Europe,Fees,License,Enterprise,1/1/2021
3737,Purflux - Contract & Supplier License Fees,Automotive and Industrial,Europe,Fees,License,SMB,11/1/2025
3738,Purflux - Contract & Supplier Implementation Fees,Automotive and Industrial,Europe,Fees,Implementation,SMB,1/1/2026
2268,PTTGC - Spend Analysis_Supplier Management_Category Workbench license,Chemicals/Oil/Gas/Resources,APAC,Fees,License,Enterprise,10/1/2022
2389,Qualfon - S2P License,Other Services,North America,Fees,License,SMB,1/1/2023
1338,Qatar Gas - E-Bids License,Chemicals/Oil/Gas/Resources,Middle East,Fees,License,SMB,5/1/2020
1677,Qatar Gas - S2C + Catalogs License,Chemicals/Oil/Gas/Resources,Middle East,Fees,License,SMB,6/1/2021
1678,Qatar Gas - S2C + Catalogs Implementation,Chemicals/Oil/Gas/Resources,Middle East,Fees,Implementation,SMB,6/1/2021
2018,Ragasa - S2C License,CPG & Retail,LATAM,Fees,License,SMB,1/1/2022
1903,Randstad - Spend License,Other Services,Europe,Fees,License,Enterprise,11/1/2021
2699,RB Distribution (Dorman) - S2C License Fees,Automotive and Industrial,North America,Fees,License,SMB,10/1/2023
2700,RB Distribution (Dorman) - S2C Implementation Fees,Automotive and Industrial,North America,Fees,Implementation,SMB,10/1/2023
3798,Rich Products - Spend Pilot,CPG & Retail,North America,Fees,Implementation,Enterprise,12/1/2025
3208,Rite Aid Hdqtrs. Corp. - Sourcing License,CPG & Retail,North America,Fees,License,Enterprise,9/1/2024
1593,Rock Central (Quicken Loans) - License,BFSI,North America,Fees,License,Enterprise,3/1/2021
720,Royal London - S2C License Fee,BFSI,Europe,Fees,License,Enterprise,10/1/2018
721,Royal London - S2C Implementation,BFSI,Europe,Fees,Implementation,Enterprise,11/1/2018
1754,Royal London - TPRM License,BFSI,Europe,Fees,License,Enterprise,8/1/2021
2776,Riot Games - S2C License Fees,Telecom/Media/Tech,North America,Fees,License,Enterprise,2/1/2024
2777,Riot Games - S2C Implementation Fees,Telecom/Media/Tech,North America,Fees,Implementation,Enterprise,11/1/2023
3375,Rovensa - Spend Analystics and Opportunity Assessment TSO,Private Equity,North America,Fees,Implementation,SMB,1/1/2025
3390,Confluent Health - Spend Analystics and Opportunity Assessment TSO,Private Equity,North America,Fees,Implementation,SMB,1/1/2025
1402,RPM - License,Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,8/1/2020
2629,SAAM - Sourcing & Contract License Fees,Other Services,LATAM,Fees,License,SMB,8/1/2023
3385,SAAM SA - Sourcing & Contract License Fees,Other Services,LATAM,Fees,License,SMB,1/1/2025
3574,Servicios Corporativous Ideal - S2P License Fees,Other Services,LATAM,Fees,License,SMB,7/1/2025
3784,Servicios Corporativous Ideal (Syad) - S2P Implementation ,Other Services,LATAM,Fees,Implementation,SMB,10/1/2025
728,"Schlage Lock Company, LLC - License Fees",Automotive and Industrial,North America,Fees,License,SMB,1/1/2017
729,"Schlage Lock Company, LLC - Implementation Fees",Automotive and Industrial,North America,Fees,Implementation,SMB,1/1/2017
3742,Roy Hills - S2C License Fees,CPG & Retail,APAC,Fees,License,Enterprise,10/1/2025
3743,Roy Hills - S2C Implementation Fees,CPG & Retail,APAC,Fees,Implementation,Enterprise,11/1/2025
2891,Sembcorp - S2C License Fees,Other Services,North America,Fees,License,Enterprise,5/1/2024
2892,Sembcorp - S2C Implementation Fees,Other Services,North America,Fees,Implementation,Enterprise,2/1/2024
3230,Sembcorp - S2C Implementation Fees Travel,Other Services,North America,Travel,Implementation,Enterprise,9/1/2024
743,Serco - License fee,Other Services,Europe,Fees,License,Enterprise,1/1/2019
752,"Sidley Austin, LLP - License Fees",Other Services,North America,Fees,License,Enterprise,1/1/2017
753,"Sidley Austin, LLP - Implementation Fees",Other Services,North America,Fees,Implementation,Enterprise,1/1/2017
3674,SIBS - S2C License Fees,Telecom/Media/Tech,Europe,Fees,License,SMB,8/1/2025
3675,SIBS - S2C Implementation Fees,Telecom/Media/Tech,Europe,Fees,Implementation,SMB,9/1/2025
1688,Signet - Contract License,CPG & Retail,North America,Fees,License,Enterprise,6/1/2021
1690,Signet - Spend License,CPG & Retail,North America,Fees,License,Enterprise,6/1/2021
1924,Signet - Workday Integration License,CPG & Retail,North America,Fees,License,Enterprise,11/1/2021
2556,Signify - preparatory services SCT Support ,Automotive and Industrial,Europe,Fees,License,Enterprise,5/1/2023
1010,Signify - TSO Implementation,Automotive and Industrial,Europe,Fees,Implementation,Enterprise,12/1/2018
1011,Signify - TSO License,Automotive and Industrial,Europe,Fees,License,Enterprise,12/1/2018
1975,Signify MDM License,Automotive and Industrial,Europe,Fees,License,Enterprise,1/1/2022
760,Spectrum Health System (License Fees),Life Sciences,North America,Fees,License,Enterprise,1/1/2017
761,Spectrum Health System (Implementation Fees),Life Sciences,North America,Fees,Implementation,Enterprise,5/1/2019
1028,Specsavers- License,CPG & Retail,Europe,Fees,License,Enterprise,6/1/2019
2618,Speedy Asset - S2C License Fees,CPG & Retail,Europe,Fees,License,SMB,7/1/2023
943,Southern Co - License,Other Services,North America,Fees,License,Enterprise,4/1/2019
3844,Southern Co - CLM License & Click,Other Services,North America,Fees,License,Enterprise,1/1/2026
944,Southern Co - Implementation,Other Services,North America,Fees,Implementation,Enterprise,4/1/2019
1066,Southern Co - Saving Project & Category Workbench - License,Other Services,North America,Fees,License,Enterprise,7/1/2019
3152,State Street  Spend Analysis License,BFSI,North America,Fees,License,Enterprise,7/1/2024
3153,State Street  Spend Analysis Implementation,BFSI,North America,Fees,Implementation,Enterprise,8/1/2024
1629,Stockholm - License,Other Services,Europe,Fees,License,SMB,4/1/2021
1832,Stockholm - Sourcing License,Other Services,Europe,Fees,License,SMB,10/1/2021
2152,Straumann - S2C License Fee,Life Sciences,Europe,Fees,License,Enterprise,6/1/2022
2068,Summit Materials - Spend/Cat/Savings Licenses,Automotive and Industrial,North America,Fees,License,SMB,4/1/2022
782,Symetra Life Insurance Company - License Fee,BFSI,North America,Fees,License,Enterprise,10/1/2018
2888,Symetra Life Insurance Company - Spend License Fee,BFSI,North America,Fees,License,Enterprise,10/1/2023
2199,Synopsys - S2C License,Telecom/Media/Tech,North America,Fees,License,Enterprise,7/1/2022
2200,Synopsys - S2C Implementation,Telecom/Media/Tech,North America,Fees,Implementation,Enterprise,8/1/2022
1554,Tampa Electric - Sourcing & Contract License,Energy & Utilities,North America,Fees,License,Enterprise,2/1/2021
3022,Tampa Electric - Whatfix License Fees,Energy & Utilities,North America,Fees,License,Enterprise,4/1/2024
2596,Tampa Electric - S2C License Fees,Energy & Utilities,North America,Fees,License,Enterprise,6/1/2023
2597,Tampa Electric - S2C Implementation Fees,Energy & Utilities,North America,Fees,Implementation,Enterprise,7/1/2023
2929,Tampa Electric - S2C Implementation Fees Travel,Energy & Utilities,North America,Travel,Implementation,Enterprise,12/1/2023
792,Tata Global Beverages Limited - License Fees,CPG & Retail,Europe,Fees,License,Enterprise,1/1/2017
1111,Tata Steel - License Fees,Automotive and Industrial,APAC,Fees,License,Enterprise,10/1/2019
1520,Tata Steel - License Fees (eRFx & Auction),Automotive and Industrial,APAC,Fees,License,Enterprise,1/1/2021
2414,Team Industrial - Sourcing License,Other Services,North America,Fees,License,SMB,1/1/2023
1454,Telefonica - License,Telecom/Media/Tech,Europe,Fees,License,Enterprise,10/1/2020
1455,Telefonica - Implementation,Telecom/Media/Tech,Europe,Fees,Implementation,Enterprise,11/1/2020
3067,Techem - S2C License,Other Services,Europe,Fees,License,SMB,6/1/2024
3068,Techem - S2C Implementation,Other Services,Europe,Fees,Implementation,SMB,6/1/2024
1187,Tesco - License,BFSI,Europe,Fees,License,SMB,1/1/2020
1186,Tesco - Implementation,BFSI,Europe,Fees,Implementation,SMB,1/1/2020
3275,Tesco Money - License Fees,BFSI,Europe,Fees,License,SMB,10/1/2024
1202,Tesco Stores - License,CPG & Retail,Europe,Fees,License,SMB,1/1/2020
1373,Tesco Stores - Savings Projects License,CPG & Retail,Europe,Fees,License,SMB,7/1/2020
1385,Tesco Stores - P2P & Click License,CPG & Retail,Europe,Fees,License,SMB,8/1/2020
1425,Tesco Stores - Bid Optimization License,CPG & Retail,Europe,Fees,License,SMB,9/1/2020
1633,Tesco Stores - CR#3 - License,CPG & Retail,Europe,Fees,License,SMB,5/1/2021
1375,The Church - CLM License,Public Sector,North America,Fees,License,SMB,7/1/2020
1723,The Church - Sourcing License,Public Sector,North America,Fees,License,SMB,7/1/2021
1968,The Church - Catalog license,Public Sector,North America,Fees,License,SMB,1/1/2022
2938,3A - S2P License Fees,Chemicals/Oil/Gas/Resources,North America,Fees,License,SMB,2/1/2024
2939,3A - S2P Implementation Fees,Chemicals/Oil/Gas/Resources,North America,Fees,Implementation,SMB,2/1/2024
1597,Thermo Fisher Scientific - Sourcing License,Life Sciences,North America,Fees,License,Enterprise,3/1/2021
3032,Thermo Fisher Scientific - Sourcing License Addl. License,Life Sciences,North America,Fees,License,Enterprise,10/1/2023
2299,Thermo Fisher. - CCG Sourcing License,Life Sciences,North America,Fees,License,Enterprise,11/1/2022
3719,The Children's Place - Sourcing License,CPG & Retail,North America,Fees,License,SMB,10/1/2025
3720,The Children's Place - Sourcing Implementation,CPG & Retail,North America,Fees,Implementation,SMB,10/1/2025
3731,University of Arizona - License Fees,Public Sector,North America,Fees,License,Enterprise,10/1/2025
3732,University of Arizona - Implementation Fees Phase 1,Public Sector,North America,Fees,Implementation,Enterprise,10/1/2025
3733,University of Arizona - Implementation Fees Phase 2,Public Sector,North America,Fees,Implementation,Enterprise,8/1/2026
1209,TJX - license,CPG & Retail,North America,Fees,License,Enterprise,1/1/2020
2595,TJX - Supplier license,CPG & Retail,North America,Fees,License,Enterprise,6/1/2023
1210,TJX - implementation,CPG & Retail,North America,Fees,Implementation,Enterprise,1/1/2020
2592,Topsoe - S2C License Fees,BFSI,Europe,Fees,License,SMB,6/1/2023
2593,Topsoe - S2C Implementation Fees,BFSI,Europe,Fees,Implementation,SMB,6/1/2023
2790,Topsoe - S2C Implementation Fees Travel,BFSI,Europe,Travel,Implementation,SMB,10/1/2023
2749,TORAY China - e-Auction license,Chemicals/Oil/Gas/Resources,APAC,Fees,License,SMB,11/1/2023
2750,TORAY China - e-Auction implemenation,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,SMB,11/1/2023
3451,Tower Hill - S2P License Fees,BFSI,North America,Fees,License,SMB,7/1/2025
3452,Tower Hill - S2P Implementation Fees,BFSI,North America,Fees,Implementation,SMB,7/1/2025
820,University of California - License Fees,Public Sector,North America,Fees,License,Enterprise,6/1/2017
3079,"UAW - Sourcing, Supplier & Contract License Fees",BFSI,North America,Fees,License,Enterprise,6/1/2024
3080,"UAW - Sourcing, Supplier & Contract Implementation Fees",BFSI,North America,Fees,Implementation,Enterprise,6/1/2024
3460,University of Oxford - S2C License Fees,Public Sector,Europe,Fees,License,SMB,5/1/2025
3461,University of Oxford - S2C Implementation Fees,Public Sector,Europe,Fees,Implementation,SMB,5/1/2025
3763,University of Oxford - S2C Implementation Fees Travel,Public Sector,Europe,Travel,Implementation,SMB,10/1/2025
3329,University of Newcastle - CLM license,Public Sector,APAC,Fees,License,SMB,12/1/2024
3330,University of Newcastle - CLM implementation ,Public Sector,APAC,Fees,Implementation,SMB,3/1/2025
827,University of Sydney - License Fees,Public Sector,APAC,Fees,License,Enterprise,1/1/2017
2386,Trivium Packaging B.V. - S2C License Fees,Automotive and Industrial,Europe,Fees,License,Enterprise,3/1/2023
2471,Trivium Packaging B.V. - S2C Implementation Fees,Automotive and Industrial,Europe,Fees,Implementation,Enterprise,4/1/2023
3284,Unilever - Digital License Fees,Unilever,Europe,Fees,License,Enterprise,11/1/2024
3193,Unilever - SSA Implementation,Unilever,Europe,Fees,Implementation,Enterprise,8/1/2024
3391,Unilever - Procurement Services (PAAS) FHV Pilot Impl,Unilever,Europe,Fees,Implementation,Enterprise,1/1/2025
3475,Unilever - Procurement Services (PAAS) FHV Pilot Impl - FHV Portion,Unilever,Europe,Fees,Implementation,Enterprise,1/1/2025
3702,Unilever - Steady State Fees - FHV Maint Cost Software,Unilever,Europe,Fees,License,Enterprise,1/1/2026
3811,Unilever - Steady State Fees - FHV Maint Cost Software - FHV,Unilever,Europe,Fees,License,Enterprise,1/1/2026
3597,Unilever - Steady State Fees - FHV Txn Cost,Unilever,Europe,Fees,License,Enterprise,1/1/2026
3812,Unilever - Steady State Fees - FHV Txn Cost - FHV,Unilever,Europe,Fees,License,Enterprise,1/1/2026
2911,United Group - S2C License fees,Other Services,Europe,Fees,License,SMB,3/1/2024
2951,United Group - S2C Implementation fees,Other Services,Europe,Fees,Implementation,SMB,2/1/2024
3113,United States Bakery - S2C License Fees,CPG & Retail,North America,Fees,License,SMB,7/1/2024
3114,United States Bakery - S2C Implementation Fees,CPG & Retail,North America,Fees,Implementation,SMB,7/1/2024
3286,United States Steel - S2C License Fees,Other Services,North America,Fees,License,Enterprise,11/1/2024
3287,United States Steel - S2C Implementation Fees,Other Services,North America,Fees,Implementation,Enterprise,1/1/2025
2625,Valeo - S2C License Fees,Automotive and Industrial,Europe,Fees,License,Enterprise,7/1/2023
2626,Valeo - S2C Implementation Fees,Automotive and Industrial,Europe,Fees,Implementation,Enterprise,7/1/2023
1725,Vision Services - RFx & Supplier License,BFSI,North America,Fees,License,Enterprise,7/1/2021
1481,Vistra Energy - MDM License,Other Services,North America,Fees,License,Enterprise,7/1/2021
